"x","y","pred","pred_var","time_in_seconds"
-56.5628140703518,-50,NA,NA,3.82455
-56.5025125628141,-50,NA,NA,3.82455
-56.4422110552764,-50,NA,NA,3.82455
-56.3819095477387,-50,NA,NA,3.82455
-56.321608040201,-50,NA,NA,3.82455
-56.2613065326633,-50,NA,NA,3.82455
-56.2010050251256,-50,NA,NA,3.82455
-56.1407035175879,-50,NA,NA,3.82455
-56.0804020100502,-50,NA,NA,3.82455
-56.0201005025126,-50,NA,NA,3.82455
-55.9597989949749,-50,NA,NA,3.82455
-55.8994974874372,-50,NA,NA,3.82455
-55.8391959798995,-50,NA,NA,3.82455
-55.7788944723618,-50,NA,NA,3.82455
-55.7185929648241,-50,NA,NA,3.82455
-55.6582914572864,-50,NA,NA,3.82455
-55.5979899497487,-50,NA,NA,3.82455
-55.5376884422111,-50,NA,NA,3.82455
-55.4773869346734,-50,NA,NA,3.82455
-55.4170854271357,-50,NA,NA,3.82455
-55.356783919598,-50,NA,NA,3.82455
-55.2964824120603,-50,NA,NA,3.82455
-55.2361809045226,-50,NA,NA,3.82455
-55.1758793969849,-50,NA,NA,3.82455
-55.1155778894472,-50,NA,NA,3.82455
-55.0552763819096,-50,NA,NA,3.82455
-54.9949748743719,-50,NA,NA,3.82455
-54.9346733668342,-50,NA,NA,3.82455
-54.8743718592965,-50,NA,NA,3.82455
-54.8140703517588,-50,NA,NA,3.82455
-54.7537688442211,-50,NA,NA,3.82455
-54.6934673366834,-50,NA,NA,3.82455
-54.6331658291457,-50,NA,NA,3.82455
-54.572864321608,-50,NA,NA,3.82455
-54.5125628140703,-50,NA,NA,3.82455
-54.4522613065327,-50,NA,NA,3.82455
-54.391959798995,-50,NA,NA,3.82455
-54.3316582914573,-50,NA,NA,3.82455
-54.2713567839196,-50,NA,NA,3.82455
-54.2110552763819,-50,NA,NA,3.82455
-54.1507537688442,-50,NA,NA,3.82455
-54.0904522613065,-50,NA,NA,3.82455
-54.0301507537688,-50,NA,NA,3.82455
-53.9698492462312,-50,NA,NA,3.82455
-53.9095477386935,-50,NA,NA,3.82455
-53.8492462311558,-50,NA,NA,3.82455
-53.7889447236181,-50,NA,NA,3.82455
-53.7286432160804,-50,NA,NA,3.82455
-53.6683417085427,-50,NA,NA,3.82455
-53.608040201005,-50,NA,NA,3.82455
-53.5477386934673,-50,NA,NA,3.82455
-53.4874371859297,-50,NA,NA,3.82455
-53.427135678392,-50,NA,NA,3.82455
-53.3668341708543,-50,NA,NA,3.82455
-53.3065326633166,-50,NA,NA,3.82455
-53.2462311557789,-50,NA,NA,3.82455
-53.1859296482412,-50,NA,NA,3.82455
-53.1256281407035,-50,NA,NA,3.82455
-53.0653266331658,-50,NA,NA,3.82455
-53.0050251256281,-50,NA,NA,3.82455
-52.9447236180904,-50,NA,NA,3.82455
-52.8844221105528,-50,NA,NA,3.82455
-52.8241206030151,-50,NA,NA,3.82455
-52.7638190954774,-50,NA,NA,3.82455
-52.7035175879397,-50,NA,NA,3.82455
-52.643216080402,-50,NA,NA,3.82455
-52.5829145728643,-50,NA,NA,3.82455
-52.5226130653266,-50,NA,NA,3.82455
-52.4623115577889,-50,NA,NA,3.82455
-52.4020100502513,-50,NA,NA,3.82455
-52.3417085427136,-50,NA,NA,3.82455
-52.2814070351759,-50,NA,NA,3.82455
-52.2211055276382,-50,NA,NA,3.82455
-52.1608040201005,-50,NA,NA,3.82455
-52.1005025125628,-50,NA,NA,3.82455
-52.0402010050251,-50,NA,NA,3.82455
-51.9798994974874,-50,NA,NA,3.82455
-51.9195979899498,-50,NA,NA,3.82455
-51.8592964824121,-50,NA,NA,3.82455
-51.7989949748744,-50,NA,NA,3.82455
-51.7386934673367,-50,NA,NA,3.82455
-51.678391959799,-50,NA,NA,3.82455
-51.6180904522613,-50,NA,NA,3.82455
-51.5577889447236,-50,NA,NA,3.82455
-51.4974874371859,-50,NA,NA,3.82455
-51.4371859296482,-50,NA,NA,3.82455
-51.3768844221105,-50,NA,NA,3.82455
-51.3165829145729,-50,NA,NA,3.82455
-51.2562814070352,-50,NA,NA,3.82455
-51.1959798994975,-50,NA,NA,3.82455
-51.1356783919598,-50,NA,NA,3.82455
-51.0753768844221,-50,NA,NA,3.82455
-51.0150753768844,-50,NA,NA,3.82455
-50.9547738693467,-50,NA,NA,3.82455
-50.894472361809,-50,NA,NA,3.82455
-50.8341708542714,-50,NA,NA,3.82455
-50.7738693467337,-50,NA,NA,3.82455
-50.713567839196,-50,NA,NA,3.82455
-50.6532663316583,-50,NA,NA,3.82455
-50.5929648241206,-50,NA,NA,3.82455
-50.5326633165829,-50,NA,NA,3.82455
-50.4723618090452,-50,NA,NA,3.82455
-50.4120603015075,-50,NA,NA,3.82455
-50.3517587939699,-50,NA,NA,3.82455
-50.2914572864322,-50,NA,NA,3.82455
-50.2311557788945,-50,NA,NA,3.82455
-50.1708542713568,-50,NA,NA,3.82455
-50.1105527638191,-50,NA,NA,3.82455
-50.0502512562814,-50,NA,NA,3.82455
-49.9899497487437,-50,NA,NA,3.82455
-49.929648241206,-50,NA,NA,3.82455
-49.8693467336683,-50,NA,NA,3.82455
-49.8090452261306,-50,NA,NA,3.82455
-49.748743718593,-50,NA,NA,3.82455
-49.6884422110553,-50,NA,NA,3.82455
-49.6281407035176,-50,NA,NA,3.82455
-49.5678391959799,-50,NA,NA,3.82455
-49.5075376884422,-50,NA,NA,3.82455
-49.4472361809045,-50,NA,NA,3.82455
-49.3869346733668,-50,NA,NA,3.82455
-49.3266331658292,-50,NA,NA,3.82455
-49.2663316582915,-50,NA,NA,3.82455
-49.2060301507538,-50,NA,NA,3.82455
-49.1457286432161,-50,NA,NA,3.82455
-49.0854271356784,-50,NA,NA,3.82455
-49.0251256281407,-50,NA,NA,3.82455
-48.964824120603,-50,NA,NA,3.82455
-48.9045226130653,-50,NA,NA,3.82455
-48.8442211055276,-50,NA,NA,3.82455
-48.78391959799,-50,NA,NA,3.82455
-48.7236180904523,-50,NA,NA,3.82455
-48.6633165829146,-50,NA,NA,3.82455
-48.6030150753769,-50,NA,NA,3.82455
-48.5427135678392,-50,NA,NA,3.82455
-48.4824120603015,-50,NA,NA,3.82455
-48.4221105527638,-50,NA,NA,3.82455
-48.3618090452261,-50,NA,NA,3.82455
-48.3015075376884,-50,NA,NA,3.82455
-48.2412060301508,-50,NA,NA,3.82455
-48.1809045226131,-50,NA,NA,3.82455
-48.1206030150754,-50,NA,NA,3.82455
-48.0603015075377,-50,NA,NA,3.82455
-48,-50,NA,NA,3.82455
-60,-49.9246231155779,NA,NA,3.82455
-59.9396984924623,-49.9246231155779,-0.0690462724988734,0.184123819523663,3.82455
-59.8793969849246,-49.9246231155779,-0.155924653360895,0.172329600123166,3.82455
-59.8190954773869,-49.9246231155779,-0.31069678357029,0.172251128879752,3.82455
-59.7587939698492,-49.9246231155779,-0.474224320752672,0.163476535537161,3.82455
-59.6984924623116,-49.9246231155779,-0.557372328045105,0.168834819778334,3.82455
-59.6381909547739,-49.9246231155779,-0.563240926335176,0.169333685753929,3.82455
-59.5778894472362,-49.9246231155779,-0.560199198785,0.160568362817297,3.82455
-59.5175879396985,-49.9246231155779,-0.60302633780757,0.155889857516259,3.82455
-59.4572864321608,-49.9246231155779,-0.686052579817989,0.136721391291153,3.82455
-59.3969849246231,-49.9246231155779,-0.633413299813633,0.144289791327278,3.82455
-59.3366834170854,-49.9246231155779,-0.56060232829833,0.136553178401525,3.82455
-59.2763819095477,-49.9246231155779,-0.654622883385258,0.139909060925008,3.82455
-59.21608040201,-49.9246231155779,-0.748008688498391,0.153204294473116,3.82455
-59.1557788944724,-49.9246231155779,-0.783715981757432,0.178400326533686,3.82455
-59.0954773869347,-49.9246231155779,-0.757278617351986,0.180253624163797,3.82455
-59.035175879397,-49.9246231155779,-0.701977807521203,0.151067167813577,3.82455
-58.9748743718593,-49.9246231155779,-0.606776957706458,0.155968903963015,3.82455
-58.9145728643216,-49.9246231155779,-0.474028555348276,0.149669212386996,3.82455
-58.8542713567839,-49.9246231155779,-0.349307197315795,0.146650176212955,3.82455
-58.7939698492462,-49.9246231155779,-0.298977452460029,0.167661177587514,3.82455
-58.7336683417085,-49.9246231155779,-0.307003925922494,0.174518375097964,3.82455
-58.6733668341709,-49.9246231155779,-0.365308538339487,0.159677392355899,3.82455
-58.6130653266332,-49.9246231155779,-0.458567070475642,0.141686775791162,3.82455
-58.5527638190955,-49.9246231155779,-0.559225865912765,0.159470671817246,3.82455
-58.4924623115578,-49.9246231155779,-0.630163538836136,0.181672678628316,3.82455
-58.4321608040201,-49.9246231155779,-0.650778254058043,0.162382798382812,3.82455
-58.3718592964824,-49.9246231155779,-0.598555314863479,0.152695255295166,3.82455
-58.3115577889447,-49.9246231155779,-0.452377475369623,0.167704573410313,3.82455
-58.251256281407,-49.9246231155779,-0.433895699528062,0.145258820174272,3.82455
-58.1909547738694,-49.9246231155779,-0.469233957580631,0.173676078518069,3.82455
-58.1306532663317,-49.9246231155779,-0.521914601380512,0.181710926125855,3.82455
-58.070351758794,-49.9246231155779,-0.503172288641711,0.173317081472403,3.82455
-58.0100502512563,-49.9246231155779,-0.432279917523193,0.165653313259171,3.82455
-57.9497487437186,-49.9246231155779,-0.374458215762033,0.169526360779357,3.82455
-57.8894472361809,-49.9246231155779,-0.35276000882148,0.195020091379039,3.82455
-57.8291457286432,-49.9246231155779,-0.36044508960185,0.211736199697429,3.82455
-57.7688442211055,-49.9246231155779,-0.386431855171693,0.195101472117029,3.82455
-57.7085427135678,-49.9246231155779,-0.438913593151344,0.156434951523997,3.82455
-57.6482412060301,-49.9246231155779,-0.59478934054701,0.157504113110485,3.82455
-57.5879396984925,-49.9246231155779,-0.738019704156301,0.174197203177533,3.82455
-57.5276381909548,-49.9246231155779,-0.782760157656949,0.186835035821437,3.82455
-57.4673366834171,-49.9246231155779,-0.714753767035827,0.187744322689999,3.82455
-57.4070351758794,-49.9246231155779,-0.619770191652027,0.165736264319463,3.82455
-57.3467336683417,-49.9246231155779,-0.580141298793244,0.147556358807633,3.82455
-57.286432160804,-49.9246231155779,-0.638952181485116,0.15801120698927,3.82455
-57.2261306532663,-49.9246231155779,-0.676244335852033,0.155722321819434,3.82455
-57.1658291457286,-49.9246231155779,-0.756902488614688,0.170435556325069,3.82455
-57.105527638191,-49.9246231155779,-0.847059953708737,0.16509208456215,3.82455
-57.0452261306533,-49.9246231155779,-0.908221054929641,0.14389762040101,3.82455
-56.9849246231156,-49.9246231155779,-0.937843017734632,0.144341751187937,3.82455
-56.9246231155779,-49.9246231155779,-0.915769353286262,0.140824929243311,3.82455
-56.8643216080402,-49.9246231155779,-0.845506988550696,0.159393738978056,3.82455
-56.8040201005025,-49.9246231155779,-0.786184108163731,0.170419247857232,3.82455
-56.7437185929648,-49.9246231155779,-0.753823087231233,0.157899993898321,3.82455
-56.6834170854271,-49.9246231155779,-0.932186361136448,0.163683861656797,3.82455
-56.6231155778895,-49.9246231155779,-0.90816493911122,0.147504551668487,3.82455
-56.5628140703518,-49.9246231155779,-0.841116753351834,0.152546211972049,3.82455
-56.5025125628141,-49.9246231155779,-0.859379672184549,0.166587471327439,3.82455
-56.4422110552764,-49.9246231155779,-0.946750760720381,0.180166710146782,3.82455
-56.3819095477387,-49.9246231155779,-1.06216413101855,0.168644975070613,3.82455
-56.321608040201,-49.9246231155779,-1.20075235440114,0.145484696623362,3.82455
-56.2613065326633,-49.9246231155779,-1.22974004042065,0.147605137897873,3.82455
-56.2010050251256,-49.9246231155779,-1.1885549353287,0.139041503208629,3.82455
-56.1407035175879,-49.9246231155779,-1.25038522476932,0.131935067149344,3.82455
-56.0804020100502,-49.9246231155779,-1.26951060899072,0.153518384456779,3.82455
-56.0201005025126,-49.9246231155779,-1.29820544382636,0.160775073998728,3.82455
-55.9597989949749,-49.9246231155779,-1.32113966510888,0.155981217854928,3.82455
-55.8994974874372,-49.9246231155779,-1.30356909495053,0.161322451874652,3.82455
-55.8391959798995,-49.9246231155779,-1.28970611966995,0.17674892571864,3.82455
-55.7788944723618,-49.9246231155779,-1.28373446302846,0.189099446982298,3.82455
-55.7185929648241,-49.9246231155779,-1.28634993810814,0.163358963325987,3.82455
-55.6582914572864,-49.9246231155779,-1.35286434257475,0.137260364184508,3.82455
-55.5979899497487,-49.9246231155779,-1.43641323933714,0.139288052239014,3.82455
-55.5376884422111,-49.9246231155779,-1.34214773823733,0.163047178024386,3.82455
-55.4773869346734,-49.9246231155779,-1.31865811913179,0.176350453680156,3.82455
-55.4170854271357,-49.9246231155779,-1.34117954526532,0.154803144799841,3.82455
-55.356783919598,-49.9246231155779,-1.27002401357984,0.145216407253924,3.82455
-55.2964824120603,-49.9246231155779,-1.27659202929941,0.156731614022191,3.82455
-55.2361809045226,-49.9246231155779,-1.32322400584953,0.160132238763251,3.82455
-55.1758793969849,-49.9246231155779,-1.38494275041317,0.163220704680203,3.82455
-55.1155778894472,-49.9246231155779,-1.46780787885727,0.148800805811656,3.82455
-55.0552763819096,-49.9246231155779,-1.56176392438135,0.1642339048639,3.82455
-54.9949748743719,-49.9246231155779,-1.26283877696609,0.134666534886473,3.82455
-54.9346733668342,-49.9246231155779,-1.30019498341194,0.132977895892791,3.82455
-54.8743718592965,-49.9246231155779,-1.37289815884613,0.135280656477666,3.82455
-54.8140703517588,-49.9246231155779,-1.41848019773414,0.152605761263542,3.82455
-54.7537688442211,-49.9246231155779,-1.41632478408152,0.143219966658141,3.82455
-54.6934673366834,-49.9246231155779,-1.35716377365702,0.152165164171109,3.82455
-54.6331658291457,-49.9246231155779,-1.26732977346635,0.152682541703791,3.82455
-54.572864321608,-49.9246231155779,-1.2338847693564,0.172140384715564,3.82455
-54.5125628140703,-49.9246231155779,-1.25554505423884,0.21086471338598,3.82455
-54.4522613065327,-49.9246231155779,-1.30557575564589,0.227137782243363,3.82455
-54.391959798995,-49.9246231155779,-1.35528405151906,0.213456147092798,3.82455
-54.3316582914573,-49.9246231155779,-1.38328942310173,0.17714397530109,3.82455
-54.2713567839196,-49.9246231155779,-1.35614416736635,0.161082531540633,3.82455
-54.2110552763819,-49.9246231155779,-1.2741016943179,0.155913715658409,3.82455
-54.1507537688442,-49.9246231155779,-1.21763362028191,0.151587845623499,3.82455
-54.0904522613065,-49.9246231155779,-1.23717823439698,0.142183344169144,3.82455
-54.0301507537688,-49.9246231155779,-1.34303738973068,0.142307497303951,3.82455
-53.9698492462312,-49.9246231155779,-1.46631537433691,0.14765281281885,3.82455
-53.9095477386935,-49.9246231155779,-1.57215189838148,0.165865660986173,3.82455
-53.8492462311558,-49.9246231155779,-1.66364732875565,0.174399220925896,3.82455
-53.7889447236181,-49.9246231155779,-1.71962208854005,0.185209743674996,3.82455
-53.7286432160804,-49.9246231155779,-1.73945895902558,0.179380801416449,3.82455
-53.6683417085427,-49.9246231155779,-1.73477708889544,0.160326084349898,3.82455
-53.608040201005,-49.9246231155779,-1.70218131882213,0.160848250243597,3.82455
-53.5477386934673,-49.9246231155779,-1.6258221794152,0.150738068927839,3.82455
-53.4874371859297,-49.9246231155779,-1.49389553775501,0.136485569659268,3.82455
-53.427135678392,-49.9246231155779,-1.44982869018988,0.165433151944846,3.82455
-53.3668341708543,-49.9246231155779,-1.51074013601545,0.176480755698393,3.82455
-53.3065326633166,-49.9246231155779,-1.53636326574066,0.178255954896906,3.82455
-53.2462311557789,-49.9246231155779,-1.58246596148563,0.194256870173719,3.82455
-53.1859296482412,-49.9246231155779,-1.64689633912403,0.174494006531751,3.82455
-53.1256281407035,-49.9246231155779,-1.70648110328697,0.148293391397297,3.82455
-53.0653266331658,-49.9246231155779,-1.80134312341967,0.164080265279132,3.82455
-53.0050251256281,-49.9246231155779,-1.95509229957791,0.185334976460046,3.82455
-52.9447236180904,-49.9246231155779,-2.1082220589331,0.212641519524003,3.82455
-52.8844221105528,-49.9246231155779,-2.25681902458437,0.238168305818136,3.82455
-52.8241206030151,-49.9246231155779,-2.38752774610869,0.225495225842066,3.82455
-52.7638190954774,-49.9246231155779,-2.47032210722233,0.181291217529863,3.82455
-52.7035175879397,-49.9246231155779,-2.55387150746283,0.168545021395482,3.82455
-52.643216080402,-49.9246231155779,-2.61763008175417,0.207707993507403,3.82455
-52.5829145728643,-49.9246231155779,-2.53549923185443,0.2692156568158,3.82455
-52.5226130653266,-49.9246231155779,-2.36102572905225,0.329126636369615,3.82455
-52.4623115577889,-49.9246231155779,-2.15279155016269,0.364713692815081,3.82455
-52.4020100502513,-49.9246231155779,-1.94731670071859,0.365528256237365,3.82455
-52.3417085427136,-49.9246231155779,-1.76922219310729,0.328474779938697,3.82455
-52.2814070351759,-49.9246231155779,-1.63513183797536,0.261111130466127,3.82455
-52.2211055276382,-49.9246231155779,-1.56345663228261,0.195222007230537,3.82455
-52.1608040201005,-49.9246231155779,-1.58795563657602,0.186909194107436,3.82455
-52.1005025125628,-49.9246231155779,-1.67048164268441,0.177203273803487,3.82455
-52.0402010050251,-49.9246231155779,-1.77656491525225,0.188777798059864,3.82455
-51.9798994974874,-49.9246231155779,-1.89188470459883,0.211432715082286,3.82455
-51.9195979899498,-49.9246231155779,-2.00718380448483,0.199851744330863,3.82455
-51.8592964824121,-49.9246231155779,-2.10744480943995,0.157060426424561,3.82455
-51.7989949748744,-49.9246231155779,-2.15376537258322,0.152395293991827,3.82455
-51.7386934673367,-49.9246231155779,-1.97278047916356,0.183182700488643,3.82455
-51.678391959799,-49.9246231155779,-1.9699334946077,0.208911651956337,3.82455
-51.6180904522613,-49.9246231155779,-1.95760833227638,0.216349110353391,3.82455
-51.5577889447236,-49.9246231155779,-1.94657977778619,0.194710042347781,3.82455
-51.4974874371859,-49.9246231155779,-1.9515790812754,0.218877929425269,3.82455
-51.4371859296482,-49.9246231155779,-1.97455973576158,0.309256806136992,3.82455
-51.3768844221105,-49.9246231155779,-2.00750042726638,0.409553424821169,3.82455
-51.3165829145729,-49.9246231155779,-2.04620020435511,0.496434067077427,3.82455
-51.2562814070352,-49.9246231155779,-2.08726535680549,0.558229972204703,3.82455
-51.1959798994975,-49.9246231155779,-2.12670161799568,0.589913220021777,3.82455
-51.1356783919598,-49.9246231155779,-2.15904954624031,0.590973763979125,3.82455
-51.0753768844221,-49.9246231155779,-2.1776753940134,0.564065372642148,3.82455
-51.0150753768844,-49.9246231155779,-2.17587095217339,0.513837019648424,3.82455
-50.9547738693467,-49.9246231155779,-2.14966068226633,0.444982855089914,3.82455
-50.894472361809,-49.9246231155779,-2.10141025058515,0.361121404020228,3.82455
-50.8341708542714,-49.9246231155779,-2.04106932037142,0.271078207741971,3.82455
-50.7738693467337,-49.9246231155779,-1.98588681155423,0.217543310790517,3.82455
-50.713567839196,-49.9246231155779,-1.95623249832163,0.283405709437288,3.82455
-50.6532663316583,-49.9246231155779,-1.94631163230393,0.412371432944871,3.82455
-50.5929648241206,-49.9246231155779,-1.94980812353847,0.573937900081773,3.82455
-50.5326633165829,-49.9246231155779,-1.96208919050743,0.755094732026885,3.82455
-50.4723618090452,-49.9246231155779,-1.97958095446495,0.945072183794232,3.82455
-50.4120603015075,-49.9246231155779,-1.99979420302424,1.13532692416207,3.82455
-50.3517587939699,-49.9246231155779,-2.02106603248138,1.31949368919251,3.82455
-50.2914572864322,-49.9246231155779,-2.04229320534267,1.49295545049147,3.82455
-50.2311557788945,-49.9246231155779,-2.06274918732345,1.65239547525806,3.82455
-50.1708542713568,-49.9246231155779,-2.08198499571048,1.79543983345114,3.82455
-50.1105527638191,-49.9246231155779,-2.09977213800091,1.9203959970001,3.82455
-50.0502512562814,-49.9246231155779,-2.11690010234496,2.02623141666221,3.82455
-49.9899497487437,-49.9246231155779,-2.13241956472066,2.11307040837905,3.82455
-49.929648241206,-49.9246231155779,-2.1464110371659,2.17759838168629,3.82455
-49.8693467336683,-49.9246231155779,-2.1593010363393,2.22020492847836,3.82455
-49.8090452261306,-49.9246231155779,-2.17149326706901,2.24107063436674,3.82455
-49.748743718593,-49.9246231155779,-2.18340558426727,2.24036329524742,3.82455
-49.6884422110553,-49.9246231155779,-2.1954679296,2.21831329245208,3.82455
-49.6281407035176,-49.9246231155779,-2.20810377149957,2.17525377184875,3.82455
-49.5678391959799,-49.9246231155779,-2.22172251745755,2.11164769468834,3.82455
-49.5075376884422,-49.9246231155779,-2.23672251081291,2.02812448716111,3.82455
-49.4472361809045,-49.9246231155779,-2.25344685181355,1.92556181166591,3.82455
-49.3869346733668,-49.9246231155779,-2.27215535307866,1.80519460599413,3.82455
-49.3266331658292,-49.9246231155779,-2.29300609203055,1.66877342885573,3.82455
-49.2663316582915,-49.9246231155779,-2.31602763731711,1.51880485983364,3.82455
-49.2060301507538,-49.9246231155779,-2.34108207468455,1.35890692167783,3.82455
-49.1457286432161,-49.9246231155779,-2.36780845974067,1.19432046494481,3.82455
-49.0854271356784,-49.9246231155779,-2.39554966199454,1.03261508489211,3.82455
-49.0251256281407,-49.9246231155779,-2.42324767738004,0.884499205242722,3.82455
-48.964824120603,-49.9246231155779,-2.44933396045958,0.7641833763533,3.82455
-48.9045226130653,-49.9246231155779,-2.47186492808334,0.687406840962551,3.82455
-48.8442211055276,-49.9246231155779,-2.48931453021073,0.664067393267626,3.82455
-48.78391959799,-49.9246231155779,-2.50178058266929,0.688628393667825,3.82455
-48.7236180904523,-49.9246231155779,-2.51106906046079,0.741130736857411,3.82455
-48.6633165829146,-49.9246231155779,-2.51944147599403,0.798549034208451,3.82455
-48.6030150753769,-49.9246231155779,-2.52852839950995,0.842760719965011,3.82455
-48.5427135678392,-49.9246231155779,-2.53894525550922,0.861996703770167,3.82455
-48.4824120603015,-49.9246231155779,-2.55024291166879,0.849653159280655,3.82455
-48.4221105527638,-49.9246231155779,-2.56061093729801,0.80528493982608,3.82455
-48.3618090452261,-49.9246231155779,-2.56757681416573,0.728837731677022,3.82455
-48.3015075376884,-49.9246231155779,-2.56659147707507,0.625473191844677,3.82455
-48.2412060301508,-49.9246231155779,-2.5516151920601,0.504351014862471,3.82455
-48.1809045226131,-49.9246231155779,-2.51596483239408,0.378246178719326,3.82455
-48.1206030150754,-49.9246231155779,-2.45528297904313,0.263718384138473,3.82455
-48.0603015075377,-49.9246231155779,-2.37319950648033,0.189112377109287,3.82455
-48,-49.9246231155779,-2.28198438485581,0.206618011213744,3.82455
-60,-49.8492462311558,NA,NA,3.82455
-59.9396984924623,-49.8492462311558,-0.109302605477648,0.201002130695642,3.82455
-59.8793969849246,-49.8492462311558,-0.155591444624047,0.16757253519669,3.82455
-59.8190954773869,-49.8492462311558,-0.29318569602334,0.189248574588023,3.82455
-59.7587939698492,-49.8492462311558,-0.454579344460019,0.196133751374704,3.82455
-59.6984924623116,-49.8492462311558,-0.566560021848996,0.200560901802465,3.82455
-59.6381909547739,-49.8492462311558,-0.616637957310701,0.206018247715087,3.82455
-59.5778894472362,-49.8492462311558,-0.64574887440186,0.199521666573764,3.82455
-59.5175879396985,-49.8492462311558,-0.68658458386852,0.181102469906626,3.82455
-59.4572864321608,-49.8492462311558,-0.728719431827667,0.14725741876622,3.82455
-59.3969849246231,-49.8492462311558,-0.626976075301787,0.142831767114051,3.82455
-59.3366834170854,-49.8492462311558,-0.505915708542759,0.143567921159415,3.82455
-59.2763819095477,-49.8492462311558,-0.595442010004408,0.149839371220142,3.82455
-59.21608040201,-49.8492462311558,-0.752571482327784,0.13740963764936,3.82455
-59.1557788944724,-49.8492462311558,-0.798678221764821,0.161001751302949,3.82455
-59.0954773869347,-49.8492462311558,-0.747304649563027,0.171554997712281,3.82455
-59.035175879397,-49.8492462311558,-0.649014772406339,0.152228582531854,3.82455
-58.9748743718593,-49.8492462311558,-0.56993107448082,0.160057969593006,3.82455
-58.9145728643216,-49.8492462311558,-0.459212129699431,0.140144645826104,3.82455
-58.8542713567839,-49.8492462311558,-0.388836025493017,0.133579393261365,3.82455
-58.7939698492462,-49.8492462311558,-0.40956265265881,0.154692142648549,3.82455
-58.7336683417085,-49.8492462311558,-0.489850723942446,0.169255754576345,3.82455
-58.6733668341709,-49.8492462311558,-0.609759271750697,0.168401456907269,3.82455
-58.6130653266332,-49.8492462311558,-0.729870666837325,0.154267599437129,3.82455
-58.5527638190955,-49.8492462311558,-0.81627772589475,0.142852880505027,3.82455
-58.4924623115578,-49.8492462311558,-0.795562402410134,0.163256055674309,3.82455
-58.4321608040201,-49.8492462311558,-0.758690367200316,0.161942337944599,3.82455
-58.3718592964824,-49.8492462311558,-0.695498910178696,0.161133145971095,3.82455
-58.3115577889447,-49.8492462311558,-0.558431338672126,0.164488007390645,3.82455
-58.251256281407,-49.8492462311558,-0.532247922490917,0.137364988007483,3.82455
-58.1909547738694,-49.8492462311558,-0.549302951429809,0.135844355663094,3.82455
-58.1306532663317,-49.8492462311558,-0.684840889250189,0.137048441083736,3.82455
-58.070351758794,-49.8492462311558,-0.6665258355372,0.144894430054031,3.82455
-58.0100502512563,-49.8492462311558,-0.581082833263348,0.160998267762095,3.82455
-57.9497487437186,-49.8492462311558,-0.50271339561121,0.155886985810466,3.82455
-57.8894472361809,-49.8492462311558,-0.456026753179774,0.163155463695184,3.82455
