"x","y","pred","time_in_seconds"
-48.8442211055276,-50,NA,2.69814
-48.78391959799,-50,NA,2.69814
-48.7236180904523,-50,NA,2.69814
-48.6633165829146,-50,NA,2.69814
-48.6030150753769,-50,NA,2.69814
-48.5427135678392,-50,NA,2.69814
-48.4824120603015,-50,NA,2.69814
-48.4221105527638,-50,NA,2.69814
-48.3618090452261,-50,NA,2.69814
-48.3015075376884,-50,NA,2.69814
-48.2412060301508,-50,NA,2.69814
-48.1809045226131,-50,NA,2.69814
-48.1206030150754,-50,NA,2.69814
-48.0603015075377,-50,NA,2.69814
-48,-50,NA,2.69814
-60,-49.9246231155779,NA,2.69814
-59.9396984924623,-49.9246231155779,-0.0681366220274313,2.69814
-59.8793969849246,-49.9246231155779,-0.156117144918486,2.69814
-59.8190954773869,-49.9246231155779,-0.311091147337883,2.69814
-59.7587939698492,-49.9246231155779,-0.474279077808994,2.69814
-59.6984924623116,-49.9246231155779,-0.557539127177208,2.69814
-59.6381909547739,-49.9246231155779,-0.563846847911783,2.69814
-59.5778894472362,-49.9246231155779,-0.561139256737526,2.69814
-59.5175879396985,-49.9246231155779,-0.603917589788825,2.69814
-59.4572864321608,-49.9246231155779,-0.685900649201749,2.69814
-59.3969849246231,-49.9246231155779,-0.633994344862973,2.69814
-59.3366834170854,-49.9246231155779,-0.56282301937194,2.69814
-59.2763819095477,-49.9246231155779,-0.656863840123926,2.69814
-59.21608040201,-49.9246231155779,-0.751504964158979,2.69814
-59.1557788944724,-49.9246231155779,-0.765257636584749,2.69814
-59.0954773869347,-49.9246231155779,-0.738272470615517,2.69814
-59.035175879397,-49.9246231155779,-0.693243104027477,2.69814
-58.9748743718593,-49.9246231155779,-0.605082671939652,2.69814
-58.9145728643216,-49.9246231155779,-0.475473300192846,2.69814
-58.8542713567839,-49.9246231155779,-0.349688825699616,2.69814
-58.7939698492462,-49.9246231155779,-0.297407435352937,2.69814
-58.7336683417085,-49.9246231155779,-0.304871000225791,2.69814
-58.6733668341709,-49.9246231155779,-0.363882846567986,2.69814
-58.6130653266332,-49.9246231155779,-0.459069657941097,2.69814
-58.5527638190955,-49.9246231155779,-0.562841163616067,2.69814
-58.4924623115578,-49.9246231155779,-0.635412592650479,2.69814
-58.4321608040201,-49.9246231155779,-0.650596935821785,2.69814
-58.3718592964824,-49.9246231155779,-0.57826256218619,2.69814
-58.3115577889447,-49.9246231155779,-0.468848014162326,2.69814
-58.251256281407,-49.9246231155779,-0.444049216047418,2.69814
-58.1909547738694,-49.9246231155779,-0.478602592348764,2.69814
-58.1306532663317,-49.9246231155779,-0.529373600264385,2.69814
-58.070351758794,-49.9246231155779,-0.506321071343208,2.69814
-58.0100502512563,-49.9246231155779,-0.431306799665897,2.69814
-57.9497487437186,-49.9246231155779,-0.371653754418958,2.69814
-57.8894472361809,-49.9246231155779,-0.349799864544313,2.69814
-57.8291457286432,-49.9246231155779,-0.360483961171642,2.69814
-57.7688442211055,-49.9246231155779,-0.394680411239072,2.69814
-57.7085427135678,-49.9246231155779,-0.445532208561549,2.69814
-57.6482412060301,-49.9246231155779,-0.587260167656659,2.69814
-57.5879396984925,-49.9246231155779,-0.70481621607922,2.69814
-57.5276381909548,-49.9246231155779,-0.7463440010455,2.69814
-57.4673366834171,-49.9246231155779,-0.723976844143188,2.69814
-57.4070351758794,-49.9246231155779,-0.623079777295295,2.69814
-57.3467336683417,-49.9246231155779,-0.580374219939564,2.69814
-57.286432160804,-49.9246231155779,-0.63759228578806,2.69814
-57.2261306532663,-49.9246231155779,-0.67513827412855,2.69814
-57.1658291457286,-49.9246231155779,-0.75551944544101,2.69814
-57.105527638191,-49.9246231155779,-0.846073163719613,2.69814
-57.0452261306533,-49.9246231155779,-0.908156807980543,2.69814
-56.9849246231156,-49.9246231155779,-0.93834449497114,2.69814
-56.9246231155779,-49.9246231155779,-0.917494099205395,2.69814
-56.8643216080402,-49.9246231155779,-0.848944354807248,2.69814
-56.8040201005025,-49.9246231155779,-0.789151288982339,2.69814
-56.7437185929648,-49.9246231155779,-0.752330608710334,2.69814
-56.6834170854271,-49.9246231155779,-0.937222666607397,2.69814
-56.6231155778895,-49.9246231155779,-0.903720844957817,2.69814
-56.5628140703518,-49.9246231155779,-0.835077427286031,2.69814
-56.5025125628141,-49.9246231155779,-0.855550077745416,2.69814
-56.4422110552764,-49.9246231155779,-0.944859189754037,2.69814
-56.3819095477387,-49.9246231155779,-1.06138362353368,2.69814
-56.321608040201,-49.9246231155779,-1.19999326807913,2.69814
-56.2613065326633,-49.9246231155779,-1.22995892683955,2.69814
-56.2010050251256,-49.9246231155779,-1.18937154326183,2.69814
-56.1407035175879,-49.9246231155779,-1.24859522507456,2.69814
-56.0804020100502,-49.9246231155779,-1.26722905805976,2.69814
-56.0201005025126,-49.9246231155779,-1.29810635584692,2.69814
-55.9597989949749,-49.9246231155779,-1.32715368340783,2.69814
-55.8994974874372,-49.9246231155779,-1.32111998817609,2.69814
-55.8391959798995,-49.9246231155779,-1.28746871991064,2.69814
-55.7788944723618,-49.9246231155779,-1.28384618496039,2.69814
-55.7185929648241,-49.9246231155779,-1.28673683506424,2.69814
-55.6582914572864,-49.9246231155779,-1.35246287030783,2.69814
-55.5979899497487,-49.9246231155779,-1.43365444593215,2.69814
-55.5376884422111,-49.9246231155779,-1.33931610981566,2.69814
-55.4773869346734,-49.9246231155779,-1.31582712370164,2.69814
-55.4170854271357,-49.9246231155779,-1.33871323487289,2.69814
-55.356783919598,-49.9246231155779,-1.269508912208,2.69814
-55.2964824120603,-49.9246231155779,-1.27470117682131,2.69814
-55.2361809045226,-49.9246231155779,-1.31810688711555,2.69814
-55.1758793969849,-49.9246231155779,-1.37516624695847,2.69814
-55.1155778894472,-49.9246231155779,-1.44975310973208,2.69814
-55.0552763819096,-49.9246231155779,-1.53351472896475,2.69814
-54.9949748743719,-49.9246231155779,-1.27362883391165,2.69814
-54.9346733668342,-49.9246231155779,-1.29947221013284,2.69814
-54.8743718592965,-49.9246231155779,-1.36714920509593,2.69814
-54.8140703517588,-49.9246231155779,-1.40946324252197,2.69814
-54.7537688442211,-49.9246231155779,-1.41140748176294,2.69814
-54.6934673366834,-49.9246231155779,-1.35862526772426,2.69814
-54.6331658291457,-49.9246231155779,-1.27488382105159,2.69814
-54.572864321608,-49.9246231155779,-1.24357256402305,2.69814
-54.5125628140703,-49.9246231155779,-1.26529951385976,2.69814
-54.4522613065327,-49.9246231155779,-1.31201923198794,2.69814
-54.391959798995,-49.9246231155779,-1.35537048775191,2.69814
-54.3316582914573,-49.9246231155779,-1.37936183046258,2.69814
-54.2713567839196,-49.9246231155779,-1.36468687284857,2.69814
-54.2110552763819,-49.9246231155779,-1.26978643684068,2.69814
-54.1507537688442,-49.9246231155779,-1.21942338234782,2.69814
-54.0904522613065,-49.9246231155779,-1.23840676063684,2.69814
-54.0301507537688,-49.9246231155779,-1.34278160948502,2.69814
-53.9698492462312,-49.9246231155779,-1.46571665244578,2.69814
-53.9095477386935,-49.9246231155779,-1.57181909089737,2.69814
-53.8492462311558,-49.9246231155779,-1.66331340473517,2.69814
-53.7889447236181,-49.9246231155779,-1.7193133172034,2.69814
-53.7286432160804,-49.9246231155779,-1.73913566245108,2.69814
-53.6683417085427,-49.9246231155779,-1.73425193996609,2.69814
-53.608040201005,-49.9246231155779,-1.70152970997755,2.69814
-53.5477386934673,-49.9246231155779,-1.62636886851263,2.69814
-53.4874371859297,-49.9246231155779,-1.4987591913563,2.69814
-53.427135678392,-49.9246231155779,-1.4611034803495,2.69814
-53.3668341708543,-49.9246231155779,-1.50536745359991,2.69814
-53.3065326633166,-49.9246231155779,-1.53231609049445,2.69814
-53.2462311557789,-49.9246231155779,-1.57959064731666,2.69814
-53.1859296482412,-49.9246231155779,-1.64518172883742,2.69814
-53.1256281407035,-49.9246231155779,-1.70595738308179,2.69814
-53.0653266331658,-49.9246231155779,-1.80122412838775,2.69814
-53.0050251256281,-49.9246231155779,-1.95463834320178,2.69814
-52.9447236180904,-49.9246231155779,-2.1079268829677,2.69814
-52.8844221105528,-49.9246231155779,-2.25706499835435,2.69814
-52.8241206030151,-49.9246231155779,-2.38871208349615,2.69814
-52.7638190954774,-49.9246231155779,-2.47302368652488,2.69814
-52.7035175879397,-49.9246231155779,-2.55902151106604,2.69814
-52.643216080402,-49.9246231155779,-2.62766945017636,2.69814
-52.5829145728643,-49.9246231155779,-2.55213333919614,2.69814
-52.5226130653266,-49.9246231155779,-2.36794193919382,2.69814
-52.4623115577889,-49.9246231155779,-2.1765821824909,2.69814
-52.4020100502513,-49.9246231155779,-1.97040638902578,2.69814
-52.3417085427136,-49.9246231155779,-1.78278465932373,2.69814
-52.2814070351759,-49.9246231155779,-1.64004422102387,2.69814
-52.2211055276382,-49.9246231155779,-1.56402385193855,2.69814
-52.1608040201005,-49.9246231155779,-1.58650211490949,2.69814
-52.1005025125628,-49.9246231155779,-1.66973405169106,2.69814
-52.0402010050251,-49.9246231155779,-1.77872819180984,2.69814
-51.9798994974874,-49.9246231155779,-1.89666230055314,2.69814
-51.9195979899498,-49.9246231155779,-2.01125832127613,2.69814
-51.8592964824121,-49.9246231155779,-2.10691892947216,2.69814
-51.7989949748744,-49.9246231155779,-2.14514929093208,2.69814
-51.7386934673367,-49.9246231155779,-1.98517616428511,2.69814
-51.678391959799,-49.9246231155779,-1.98091002287205,2.69814
-51.6180904522613,-49.9246231155779,-1.96473231892647,2.69814
-51.5577889447236,-49.9246231155779,-1.95041649233784,2.69814
-51.4974874371859,-49.9246231155779,-1.95138083048943,2.69814
-51.4371859296482,-49.9246231155779,-1.96961528097165,2.69814
-51.3768844221105,-49.9246231155779,-1.99816047648698,2.69814
-51.3165829145729,-49.9246231155779,-2.03341420667548,2.69814
-51.2562814070352,-49.9246231155779,-2.07212781745951,2.69814
-51.1959798994975,-49.9246231155779,-2.11042056403035,2.69814
-51.1356783919598,-49.9246231155779,-2.1424397484112,2.69814
-51.0753768844221,-49.9246231155779,-2.16195491841786,2.69814
-51.0150753768844,-49.9246231155779,-2.16338481872673,2.69814
-50.9547738693467,-49.9246231155779,-2.14412845433138,2.69814
-50.894472361809,-49.9246231155779,-2.09279663093344,2.69814
-50.8341708542714,-49.9246231155779,-2.03785958857535,2.69814
-50.7738693467337,-49.9246231155779,-1.98670864550733,2.69814
-50.713567839196,-49.9246231155779,-1.95979485760055,2.69814
-50.6532663316583,-49.9246231155779,-1.95209237922299,2.69814
-50.5929648241206,-49.9246231155779,-1.95772396166518,2.69814
-50.5326633165829,-49.9246231155779,-1.97163834900062,2.69814
-50.4723618090452,-49.9246231155779,-1.9903516622274,2.69814
-50.4120603015075,-49.9246231155779,-2.01169748572091,2.69814
-50.3517587939699,-49.9246231155779,-2.0343737911218,2.69814
-50.2914572864322,-49.9246231155779,-2.05724030176312,2.69814
-50.2311557788945,-49.9246231155779,-2.07949628040189,2.69814
-50.1708542713568,-49.9246231155779,-2.10067371107975,2.69814
-50.1105527638191,-49.9246231155779,-2.1205729577266,2.69814
-50.0502512562814,-49.9246231155779,-2.1407050857857,2.69814
-49.9899497487437,-49.9246231155779,-2.14636230113273,2.69814
-49.929648241206,-49.9246231155779,-2.15525424474134,2.69814
-49.8693467336683,-49.9246231155779,-2.16578493383949,2.69814
-49.8090452261306,-49.9246231155779,-2.17722919671936,2.69814
-49.748743718593,-49.9246231155779,-2.18932722404174,2.69814
-49.6884422110553,-49.9246231155779,-2.20207307784336,2.69814
-49.6281407035176,-49.9246231155779,-2.21561151527302,2.69814
-49.5678391959799,-49.9246231155779,-2.23017002717606,2.69814
-49.5075376884422,-49.9246231155779,-2.24601313185254,2.69814
-49.4472361809045,-49.9246231155779,-2.26342185840474,2.69814
-49.3869346733668,-49.9246231155779,-2.28255270380073,2.69814
-49.3266331658292,-49.9246231155779,-2.30349774437574,2.69814
-49.2663316582915,-49.9246231155779,-2.32600941779942,2.69814
-49.2060301507538,-49.9246231155779,-2.35002851320699,2.69814
-49.1457286432161,-49.9246231155779,-2.37531188047164,2.69814
-49.0854271356784,-49.9246231155779,-2.40147960483005,2.69814
-49.0251256281407,-49.9246231155779,-2.42782468779054,2.69814
-48.964824120603,-49.9246231155779,-2.4537809787974,2.69814
-48.9045226130653,-49.9246231155779,-2.47860927329196,2.69814
-48.8442211055276,-49.9246231155779,-2.49937113694076,2.69814
-48.78391959799,-49.9246231155779,-2.51522842358617,2.69814
-48.7236180904523,-49.9246231155779,-2.5271642113148,2.69814
-48.6633165829146,-49.9246231155779,-2.53659290852374,2.69814
-48.6030150753769,-49.9246231155779,-2.54436935744508,2.69814
-48.5427135678392,-49.9246231155779,-2.55045057278649,2.69814
-48.4824120603015,-49.9246231155779,-2.5536771528876,2.69814
-48.4221105527638,-49.9246231155779,-2.55992311434222,2.69814
-48.3618090452261,-49.9246231155779,-2.56815723470212,2.69814
-48.3015075376884,-49.9246231155779,-2.56737079076111,2.69814
-48.2412060301508,-49.9246231155779,-2.55200312050439,2.69814
-48.1809045226131,-49.9246231155779,-2.51576185851986,2.69814
-48.1206030150754,-49.9246231155779,-2.45468045999822,2.69814
-48.0603015075377,-49.9246231155779,-2.37276605506594,2.69814
-48,-49.9246231155779,-2.28272093436919,2.69814
-60,-49.8492462311558,NA,2.69814
-59.9396984924623,-49.8492462311558,-0.108101284435268,2.69814
-59.8793969849246,-49.8492462311558,-0.155887751794584,2.69814
-59.8190954773869,-49.8492462311558,-0.293804401310283,2.69814
-59.7587939698492,-49.8492462311558,-0.45516363730124,2.69814
-59.6984924623116,-49.8492462311558,-0.567307782307651,2.69814
-59.6381909547739,-49.8492462311558,-0.617753259887834,2.69814
-59.5778894472362,-49.8492462311558,-0.646948132200812,2.69814
-59.5175879396985,-49.8492462311558,-0.687286075264488,2.69814
-59.4572864321608,-49.8492462311558,-0.728155868756115,2.69814
-59.3969849246231,-49.8492462311558,-0.627109106883189,2.69814
-59.3366834170854,-49.8492462311558,-0.507930221989046,2.69814
-59.2763819095477,-49.8492462311558,-0.597383457606139,2.69814
-59.21608040201,-49.8492462311558,-0.755058991754126,2.69814
-59.1557788944724,-49.8492462311558,-0.778077550506403,2.69814
-59.0954773869347,-49.8492462311558,-0.726659080399159,2.69814
-59.035175879397,-49.8492462311558,-0.640007110618278,2.69814
-58.9748743718593,-49.8492462311558,-0.567471159070806,2.69814
-58.9145728643216,-49.8492462311558,-0.460187059489996,2.69814
-58.8542713567839,-49.8492462311558,-0.38938989073019,2.69814
-58.7939698492462,-49.8492462311558,-0.408040781739647,2.69814
-58.7336683417085,-49.8492462311558,-0.487498477862548,2.69814
-58.6733668341709,-49.8492462311558,-0.607543601761357,2.69814
-58.6130653266332,-49.8492462311558,-0.728562672041846,2.69814
-58.5527638190955,-49.8492462311558,-0.81679958053298,2.69814
-58.4924623115578,-49.8492462311558,-0.798327733121393,2.69814
-58.4321608040201,-49.8492462311558,-0.756548432067131,2.69814
-58.3718592964824,-49.8492462311558,-0.674112348852269,2.69814
-58.3115577889447,-49.8492462311558,-0.551281317002267,2.69814
-58.251256281407,-49.8492462311558,-0.531879664949916,2.69814
-58.1909547738694,-49.8492462311558,-0.551780739808702,2.69814
-58.1306532663317,-49.8492462311558,-0.686142404514211,2.69814
-58.070351758794,-49.8492462311558,-0.666484630736484,2.69814
-58.0100502512563,-49.8492462311558,-0.579090767578553,2.69814
-57.9497487437186,-49.8492462311558,-0.499850858831557,2.69814
-57.8894472361809,-49.8492462311558,-0.453479333881198,2.69814
-57.8291457286432,-49.8492462311558,-0.462425084613653,2.69814
-57.7688442211055,-49.8492462311558,-0.505904431978159,2.69814
-57.7085427135678,-49.8492462311558,-0.536255298234664,2.69814
-57.6482412060301,-49.8492462311558,-0.594967575266832,2.69814
-57.5879396984925,-49.8492462311558,-0.703525810596453,2.69814
-57.5276381909548,-49.8492462311558,-0.747456912143303,2.69814
-57.4673366834171,-49.8492462311558,-0.719476801818359,2.69814
-57.4070351758794,-49.8492462311558,-0.642961948771017,2.69814
-57.3467336683417,-49.8492462311558,-0.688322549928767,2.69814
-57.286432160804,-49.8492462311558,-0.83064911530057,2.69814
-57.2261306532663,-49.8492462311558,-0.883299212973551,2.69814
-57.1658291457286,-49.8492462311558,-0.912973205433623,2.69814
-57.105527638191,-49.8492462311558,-0.928066939351883,2.69814
-57.0452261306533,-49.8492462311558,-0.919042710560742,2.69814
-56.9849246231156,-49.8492462311558,-0.895828215644336,2.69814
-56.9246231155779,-49.8492462311558,-0.868955079025863,2.69814
-56.8643216080402,-49.8492462311558,-0.846084897256233,2.69814
-56.8040201005025,-49.8492462311558,-0.846171727729647,2.69814
-56.7437185929648,-49.8492462311558,-0.85920850418929,2.69814
-56.6834170854271,-49.8492462311558,-0.869652937766116,2.69814
-56.6231155778895,-49.8492462311558,-0.879234721560767,2.69814
-56.5628140703518,-49.8492462311558,-0.9131236529965,2.69814
-56.5025125628141,-49.8492462311558,-0.937647540223711,2.69814
-56.4422110552764,-49.8492462311558,-0.987974066904666,2.69814
-56.3819095477387,-49.8492462311558,-1.02377374777732,2.69814
-56.321608040201,-49.8492462311558,-1.11288902970884,2.69814
-56.2613065326633,-49.8492462311558,-1.23555570281057,2.69814
-56.2010050251256,-49.8492462311558,-1.31098667699192,2.69814
-56.1407035175879,-49.8492462311558,-1.3664201372667,2.69814
-56.0804020100502,-49.8492462311558,-1.37201750875505,2.69814
-56.0201005025126,-49.8492462311558,-1.38200610247451,2.69814
-55.9597989949749,-49.8492462311558,-1.40777517565044,2.69814
-55.8994974874372,-49.8492462311558,-1.41299303791627,2.69814
-55.8391959798995,-49.8492462311558,-1.43740202150531,2.69814
-55.7788944723618,-49.8492462311558,-1.426242563315,2.69814
-55.7185929648241,-49.8492462311558,-1.43163531642558,2.69814
-55.6582914572864,-49.8492462311558,-1.50211387807737,2.69814
-55.5979899497487,-49.8492462311558,-1.56721527483453,2.69814
-55.5376884422111,-49.8492462311558,-1.47076236302221,2.69814
-55.4773869346734,-49.8492462311558,-1.37588086119297,2.69814
-55.4170854271357,-49.8492462311558,-1.3186950217568,2.69814
-55.356783919598,-49.8492462311558,-1.26815216823936,2.69814
-55.2964824120603,-49.8492462311558,-1.24991928265992,2.69814
-55.2361809045226,-49.8492462311558,-1.27194125990602,2.69814
-55.1758793969849,-49.8492462311558,-1.33523159756621,2.69814
-55.1155778894472,-49.8492462311558,-1.47055794942572,2.69814
-55.0552763819096,-49.8492462311558,-1.7376943717316,2.69814
-54.9949748743719,-49.8492462311558,-1.41661691133242,2.69814
-54.9346733668342,-49.8492462311558,-1.52492998089178,2.69814
-54.8743718592965,-49.8492462311558,-1.59655103269905,2.69814
-54.8140703517588,-49.8492462311558,-1.53163864746918,2.69814
-54.7537688442211,-49.8492462311558,-1.46853698282023,2.69814
-54.6934673366834,-49.8492462311558,-1.35500654495124,2.69814
-54.6331658291457,-49.8492462311558,-1.21772898336675,2.69814
-54.572864321608,-49.8492462311558,-1.21219366515085,2.69814
-54.5125628140703,-49.8492462311558,-1.26777724754987,2.69814
-54.4522613065327,-49.8492462311558,-1.34029606639963,2.69814
-54.391959798995,-49.8492462311558,-1.3955986660764,2.69814
-54.3316582914573,-49.8492462311558,-1.41709174411877,2.69814
-54.2713567839196,-49.8492462311558,-1.42516484273389,2.69814
-54.2110552763819,-49.8492462311558,-1.45824201690204,2.69814
-54.1507537688442,-49.8492462311558,-1.36429301515195,2.69814
-54.0904522613065,-49.8492462311558,-1.32432868605999,2.69814
-54.0301507537688,-49.8492462311558,-1.36192486290298,2.69814
-53.9698492462312,-49.8492462311558,-1.44743751011946,2.69814
-53.9095477386935,-49.8492462311558,-1.53830020519542,2.69814
-53.8492462311558,-49.8492462311558,-1.6187301443331,2.69814
-53.7889447236181,-49.8492462311558,-1.67922870434169,2.69814
-53.7286432160804,-49.8492462311558,-1.71590225421261,2.69814
-53.6683417085427,-49.8492462311558,-1.72833502682112,2.69814
-53.608040201005,-49.8492462311558,-1.71229877028987,2.69814
-53.5477386934673,-49.8492462311558,-1.66865364083107,2.69814
-53.4874371859297,-49.8492462311558,-1.61677391335974,2.69814
-53.427135678392,-49.8492462311558,-1.58797305556733,2.69814
-53.3668341708543,-49.8492462311558,-1.60025505962865,2.69814
-53.3065326633166,-49.8492462311558,-1.63240481633478,2.69814
-53.2462311557789,-49.8492462311558,-1.69308432540573,2.69814
-53.1859296482412,-49.8492462311558,-1.78953268382048,2.69814
